cleaned_stemmed,sentiment_prediction
rg usaha jelas runut mulai landas filosofis bukti cawe cawe sumbu silfester terlalu pendek memang semua orang ajak logika pikir hasil ken adu jotos kek preman pasar dah beda kelas,negative
tolongg kaki sakit,negative
kwkwk kena mental uda jgn kena pancing mania mantap wkkwkwkw,positive
orang yg cuma pinter ngomong kok dewa kan apa sih kontribusi gerung bangsa cuma ajar pandai bicara gk karya y negara hk maju bana orang cima ponter ngomong,negative
dukung bung roki lah,positive
debat bkn panggung sendiri diri kan kursi masing nama tdk sopan yg kursi kalo gerung kasih kursi malah diri percuma kursi,negative
padahal langsung profesor rocky bukti lihat kpd seluruh mahasiswa jg masyarakat seluruh indonesia effort lebih susah payah dgn modal wawas intelektualitas yg milik cawe cawenya tunjuk diri dgn sendiri dgn lihat bodoh what a clown,negative
balcklist silvester sesat sekali acara debat,positive
adu otak pake otak adu otot pake otot semua tempat politis macam apa,negative
sejak rasa singgung kata kata jilat kemudian pancing emosi serang pribadi kata bujang lapuk tunjuk kalah debat rg bung silfester,negative
haha musuh rocky selalu ujung nya jelek kan serang pribadi,negative
sedap kali uang rakyat,positive
rocky gerung skak mat kamu ngaku mahasiswa tepuk tangan,negative
hahahaa keren om roky,positive
is he a lawyer like that can t speak well,negative
politis buat lihat bodoh pintar prof rocky kontrol ada,negative
kritik sih aja perhati kata mau ucap,negative
roki mainin silver ketawa w,positive
rocky lawan debat e haruse haji bolott,negative
oo jd jokowi cawe cawe ngobok ngobok kan tepu tepu,negative
mau nyentil pas sentil kena biji ngamuk,negative
rocky mantaapp,positive
sibodoh pancing,negative
muter angin aja sok pinter roki jijik,negative
rocky gerung sambung lidah rakyat is the best,positive
ikan buntel pancing lihat bgt kena sindir tuju si kalo silvester yg cundang,negative
gas bang rocky,negative
rocky gerung cerdas manfaat ilmu cerdas rakyat sivester cerdas emosi tutup kebodohanya,positive
otak lemah otot tak trkendali,negative
jenius bang roki,negative
malu debat kok emosi,negative
mana siswa si rg untung ngak,positive
ga suka debat keren rocky menang total buka isi kepala si jas biru isi hanya hehe,positive
terus apa guna merek dua sana debat,negative
roky gak tanding,negative
org yg jujur musuh munafik,negative
hukum kalah bukti filosofi hukum tunduk,negative
jilat makan omong sendiri,negative
emang muter gak jelas si roki,negative
mediator diem aja gas biar viral hati wkwk sini ken jelas rocky gerung soal cawe cawe pak jokowi malah buntu,negative
bg irma,positive
hahaydeu,positive
sisi beda tengah tengah kalau adu argumen jangan menynggung pribadi orang,neutral
mantabb bang roki wkwkwkwk langsung korek dungu,positive
silfester tdk mau d singgung tp mo singgung,positive
nya bangga punya orang bang rocky gerung yg cerdas pikir luas pintar nya dsn pikir ragu,negative
bung rocky sangat penting buat bangsa rakyat dukung sehat selalu bung rocky,positive
mantap bg rocky kasih paham bg rocky biar pinter dikit,positive
orang bodoh memang biasa menang physic jd wajar wajar kalau menang argumen intelektual,negative
bung roky pinter banget ngelesnya pinter muter kata tukang hasut,negative
ngapain tanggap org stress bang rocky sangat sayang rendah hati,negative
jangan nyerang pribadi doong kata bujang lapuk jodoh takdir rizki g da yg tau klu tau lu takuut silveer,negative
ad hominem sangat asa situ,positive
roki j ny awal akhir bicara ny mau terang kn tpi gk jg buktiny,negative
lebih paham yg jelasin bung rocky silvester ngaku baca buku sd tpi gk tau isi nya,negative
pak rocky kamu orang hebat,positive
kalau bela salah gitu jadi manusia silver,negative
tukang hina orang pantas malu lagak paling hebat paling pintar hingga enteng rendah orang padahal fakta hidup guna sama sekali,negative
bung roki mantap,positive
siplester cocok ufc bukan forum debat,neutral
silvester guobllog,positive
besok besok silfester gak muncul acara merah putih,negative
juta lebih org indonesia tonton dungu silvester,positive
tutup bodoh marah,negative
roky ny mutar ngomong pandai ngmong,negative
sangat guna banget pak rocky jelas banyak yg dukung bung rocky,positive
begini dagelang kosong yg tdk manfaat rakyat cuman ekting panggung sandiwara,negative
muter ngomongnya tinggl jelasin bukti,negative
mau angin yg angin gak kesana pikir nya sama aja ngomong sama tembok,negative
terimakasih rocky teh malu tonton orang bodoh god job,negative
orng hukum dungu,negative
orang jelas suatu masalah tanggap orang beda orang pintar dengar sampe selesai orang bodoh emosi lawan,negative
sehat selalu bang rocky orang cerdas sama mu,positive
dosen vs murid universitas gulung tikar,negative
menang moderator main orang depan publik biar mekanisme panggung yg tahu bakal laris booming ndak mutu acara,negative
debat ga udh baperan bung,negative
nia pitaloka pacta sunt servanda buah prinsip hukum bahasa latin arti janji tepat tentu sistem atur hukum janji cantum pasal ayat kuhperdata bunyi semua janji buat sah laku undang undang buat,negative
manusia silver kasiaan deeh luu kalaah,negative
malu rendah orang benar sedang rendah diri sendiri,negative
roky banyak teori yg penting kerja kerja,positive
awokwok kalah debat tbtb bawa bawa soal privasi fisik,negative
siapa yg lihat bodoh jelas lihat,negative
mau ajar kuliah sama bang roky,positive
well si jilat dungu episode,positive
rocky gerung orang sok pintar sok bener yg otak hati benci orang bukan bangsa,negative
yg minta cmn bukti muter muter pakai kata yg susah pakai kata bodoh tp g jawab bukti doang tp g jawab beda org yg gk guna logika cmn retorika,negative
pokok kalau ga rocky gerung acara debat tv ga pernah mau nonton kalau rocky gerung jam berapa tonton habis soal seru banget,negative
sehat sehat terus bung rocky,negative
ih bukan nya rantam,neutral
prnh liat pak de indro bilng rocky gerung siapa untung jaman jokowi,positive
rocky bukan bodoh rakyat beri cerdas,neutral
debat kusir efekx negatif betapa rusajx repormasi indonesia debat yg didik baik pihak pro kontra kata yg dsampaikan cermin sdm yg tingi bahkan orang yg punya sdm tinggi saling harga bukan saling lempar argumen kata kasar makna mahasiswa nya rugi orang tua nya bayar ukt mahal mahal cuman ajar kata kata omong kosong sekarang kalo berani roky gerung spa lh yg pintar ngomong debat kusir gera kampanye koruptor dhukum mati sekian trimakasih jgn cuman debat kusir bapak dgn titel gelar latar didik tinggi hahahahaa,negative
hebat banget bung roky cara mancingnya jilat pancing semangat bung rocky maju terus g usah jd jabat jd lah kau orang hebat sehat buat bung rocky,positive
moga roky lindung orang jahat jilat,negative
hahaa bodoh tunjuk sendiri no rocky no party,negative
gimana rocky uda kenyang cari makan puter puter opini bawa orang opini puter puter terus orang planga plongo hanya market makin antem makin banyak undang makin makan orang begini kaga kepake jago ngecap aja,negative
terimakasih wakil kata,positive
master copy paste kata buku si kata buku si u kenal gk teh neneng u kenal gk mang udin,negative
bung rocky kerass,negative
jelas unggul rocky gerung lah cara berfikirnya,positive
ikan pancing kalah debat cuma marah marah nyala prof rg,negative
gue jg suka debat tp lawan debat sdh keluar kata yg singgung asa kata bodoh dungu gue ga terima gue sdh rendah harga diri,negative
jerbau lawan kanvil,positive
mana mana mana mulu otak lu aja gada,negative
sdm rendah lu seilfer lanjut bung rg,negative
dungu akar kepala si bapak,negative
memang guna orang dak guna,negative
gak guna si rocky,positive
sial kawan klihatan tidak tahu,negative
bung rocky bener genius,positive
baik bang rocky,positive
rocky gerung emang bikin mual dgn gaya yg sombong,negative
kayak orang kampung tak didik yg mudah emosi,negative
aduuh,positive
debat macam budak bodoh patut lah mundur banyak korupsi indo,negative
aiman berat belah,positive
kamu sedang lihat bodoh nyala rocky gerung,negative
begini jadi ber debat ikan wkwkwkwkw,negative
rocky lebih banyak guna jilat,negative
klo emosi masuk ufc sekali bos,negative
perlu antar lalu sasar nya broow,negative
kren rocky gerung mati kau berlian tak ganti legendaris buat mecerdaskan seluruh rakyar indonesia segi ilmu pemgetahuan hukum dasar berfukir sederhana sapai level nya tak jangkau good jib bung rocky gerung,negative
knp ngaku jilat i like rg,positive
lucu dengar kata bujang lapuk aduh lucu bangat,negative
roko gerung manusia sok pintar saking rasa paling pintar jadi stres omong nya isi cuma sampah buat buat ga pake pakta,negative
ngeri umat yahudi meng adu domba rakyat prmerintah,negative
rocky hebat ngomongnya cuma omong aja gak nyalonpredoden,negative
gass keun terus bung rocky gerung ken lah tuman,negative
habis lu kulit rg,negative
bukan level bang rocky gerung mah,neutral
silfester kau sendiri sang cundang bukan rg,negative
kena mental tuh orang jadi emosi,negative
ahli filasafat debat sama ahli logika mantiq murni roky ahli filsafat,positive
satu ikan tetpancing,positive
sidungu emosi,negative
bukan mahasiswa kau ajar hukum kalau mau jadi mahasiswa pasif enggak jadi mahasiswa aktif lah malah bila perlu duduk orang dosen ban statement rg ilmu,negative
kalo aku jadi roki udah ku skak si silverr ngmg orang hukum gk ngerti hukumm,negative
gua heran kenapaa rocky baru muncul dunia jokowi sby kmana banyak kartu busuk kau kaga muncul,negative
lanjutanya ga,negative
kocak lawan nya bang rg coba cek si silferter mana kuliah jd sya maklum kalo gak tau cara debat,negative
keren aiman,positive
ricky kutu buku bang,positive
cara cepat buly netizen,negative
rocky gerung cm pinter main kata,negative
luar biasa memang bung rocky lempar tanya ilmu jawab akhir keluar kata kata dungu tanya ilmu jawab ilmu bukan malah serang pribadi mah tanya apa jawab apa,negative
justru apa yg sampai bung rg mudah fahami dasar tahu klo mau bicara,negative
kalau emosi gak usah ikut debat,negative
hahahaha tolol sombong jadi senjata makan tuan,negative
terlalu banyak bacor putar balik fakta ai gerong,negative
indonesia buta politik semenjak rocky politik sekrang busuk,negative
wkwkw lucu liat bapak bapak emosi,positive
modal fakta data vs modal ngotot,negative
tum solmet sdh beri contoh buruk buat masyarakat indonesia,negative
once your anger control you the debate is lost,negative
akhir hahaha,positive
kata best bung rg,positive
mntap bung roky,negative
sombong orang ngaku filsafat tingkat dewa cuma indonesia,negative
bye silpester matutina abis karir lo bareng mulyono lengser yakin gw,negative
orng bicara potong potong sini tau siapa pintar dungu,positive
mantap jiwa roky gerung moga panjnag umur sehat selalu ling allah selalu,positive
kasih info dong klo liat koment sampe ga tug,positive
memang benar si rg keliling cari tenar dg bacot yg gak masuk akal,negative
sendiri nikmat mlihat blajar biar gk dungu,positive
rokki gerung sok bijak ngejelekin oresiden no satu kaya idup aja paling bijak,positive
kalo tiktok ngebaca komen komen buzzer nah sekarang beda bangke lebih asa dungu,negative
kasi silvester malu banyak mahasiswa,negative
fokus sama pandu acara fungsi apa x gk buat diskusi lebih hangat liat kurang kualitas,negative
emang roky kalo ngomong gitu gak pakai adab,negative
smart bung rocky,positive
yg belah tutup kbodohan s biru,negative
jelas jilat atas nama rakyat enak aja dukung babi buta penting dapur asap aku dukung rg,positive
pancing ikan ikan jilat cacing cacing,negative
kaya isi org perintah du ngu semua refress,negative
kagak nyambung,negative
ekhh ekhh argument nya ilusion hukum perlu bukti nah hebat politik cupu ga tahu suhuu,negative
orang hina orang tuju sdm rendah kalau ga rumasa ga perlu emosi kali pa jadi lihat kan mantap pa rg satu tikus pancing pantesan korupsi ber t hukum ringan,negative
makanya jangan singgung masalah pribadi orang kalo gk mau sebut bodoh,negative
debat sama rg klo pancing pake emosi diri udh hilang logika pikir debat sama selalu hati rasional pakai logika akademis tetap lurus topik kerangka pikir artikulasi padan bobot debat,negative
bravo rocky,positive
debat kalau gak imbang kasihan punya ilmu,negative
ingat bro cerdas lu sama rocky gerung bagai bumi langit kalau ga mau kalah debat jangan debat,positive
gak nyangka rakyat indonesia maju bangga lihat kembang pikir bangsa bangga indonesia yg rakyat makin cerdas,positive
kayak bocil efef kalah debat marah,negative
you tahu pok mon lickitung siplester sepuh,positive
nyata warna biru arti d u n g u,positive
yg pcundang yg ngmong kasar,negative
jas biru gk tau atur diskusi padahal pingin dengar penjelasn rg,negative
roki bukan bodoh cerah pd bangsa utk generasi datang,neutral
susah beri jelas orang gak punya tahu bung,negative
rasa jdi marah,negative
terlalu bnyaka omong gk jelas si roky gerong,negative
bawa acara diam jangan biar biar suasana cair,negative
k,positive
gelut heula we atuhh lila debat mah,negative
silfester harus yg tanya guna negara apa bung rocky udh jelas jadi dosen ambil gaji lama tahun guna apa bung silfester,negative
ilmu nya lawyer kelas teri gitu kok masuk forum rakyat suara undang salah orang,negative
yg nama hots higher order thinking skills bung rocky guna kurikulum k kurikulum merdeka yg satu ktsp,positive
kena mental lusifer ehh silfelk ehh silfestrit ehh ga tau lahh siapa,negative
paraah lawan rg ga imbang kalah debat emosi doang inews cari lawan imbang,negative
manusia silver yg mualain nyerang personal gilir serang balik esmosi,negative
nya ruwet ngabisin waktu nonton ginian,negative
aku gak nyambut jokowi,positive
tak mampu debat elegant tunjuk dungu,negative
ngapain orang ni undang,negative
aduh gak asik rakyat suara undang bapak silfester gak imbang gak nyambung gak level bang rocky,positive
roky kl jaman soeharto sd culik selesai sprtinya sejarah ulang,negative
memang kalo orang udh kalah debat kalah pinter suka ga nerima ujung nya emosi ngajak ribut persis bung silverqueen,negative
ki garung orang cerdas,negative
klo tahu mana yg bodoh,negative
rocky gerung to the point kbanyakan muter buat dongengin mahasiswa wah lihat org sekolah ikut an senyum balik almamater apa masyarakat bag nasi bungkus dngar bahasa aga naik dikit bilang wah padahal bego in sama ni rocky,negative
jantung nya bentar mau copot kelas bung rocky,negative
sambut yg nyambut bayar banyak yg dateng,negative
orang jogja tolak datang pres,negative
si rocky gerung kayak ndak waras kali ngomong pakai teori teori langit padahal mana org peduli sama teori edan tenan,negative
