cleaned_stemmed,sentiment_prediction
bangsa kuat ekonomi negara bangkrut percaya omong rocky gerung rusak,negative
cie malumaluin,negative
halal populer sakit jiwa,negative
rocky lawan,negative
mantap bang rocky gerung,positive
kalah debat ahirnya kaya kucing garong,negative
kasi anak debat anak pg,positive
rocky ferung omong kosong ngomong putar cuman bukti data pake filosofi kristiani,negative
rocky gerung main lingkar lawan bawa main rocky gerung lihat rocky gerung bicara sesuai fakta data kuasa orang bodoh coba test orang rocky gerung argumen orang kuasa data luhut srimulyani mahfud,negative
keren rocky gerung,positive
salah orang milih rocky gerung,negative
jkw cawe ngomong cawe cawe,negative
segitu emosi silfester hihihi marah nyata omong bang rocky gerung,negative
emang ciri khas kaum kalah pikir keluar,positive
rocky gerung tuuhh sapa sihh ooh mulut ember laku tenar makan tau tau tau,negative
gerung anggap hebat masuk perintah diem,positive
rocky gerung remains best,positive
si silfester memportontonkan dungu hakiki rakyat indonesia,negative
gawat lwan rocky gerung btkata ksar gawat atur,positive
wkwkwkkwkwkek kalah telak rocky gerung lawan,negative
asli rocky main emosi orang rocky gerung lgsg mnjawab tanya metodologi akademis bodoh,negative
kasih umpan lansung nyanggut hii ikan masuk lansung nyambar lucuu ya orang nan tuu,positive
manusia dungu malu maluin kwkwkw,negative
strikee wakk wkwkkwkw,positive
cocok banget ngabalin bilang kayu bakar,positive
wkwkwkkwkwkw kalah ngamuk,negative
rocky bayar jokowi khusus jelek nama beliau sbg kepala negara dng otomatis nama jokowi sinar dng sanggah bukti kerja,negative
mantap rocky gerung semangat,positive
rocky edukasi hukum uu sempit logika pikir silfester,negative
ikan pancing,positive
hominem upaya serang lawan debat abai substansi dapat lawan debat serang arah karakter pribadi lawan debat contoh sederhana,positive
manusia silver,positive
rocky gerung debat putar putar putus,negative
emosi liat banget jilat,negative
rokcy gerung hebat alih topik bicara bukti muternya makan wkt bukti,positive
orang waras otak ya ngerti nikah sapek tua ngak nikah hidup ngsk mutu sok pinter bikin hoax,negative
rocky otak hati nol,negative
raut wajah almamater biru haus goyang biduan,negative
gg rocky,positive
ilmu nyampe mlawan rocky lulus universitas segel,positive
kuliah profesor pas langsung bingung,positive
silfestter rugi dana negara tolong pecat jokowi,negative
tau ngak salah orang pilih hidup bujang tua ya,negative
silfester matutina hadir ajak debat baik indonesia silfester kapasitas jiwa,positive
google saing pintar rocky gerung,negative
adu mc,positive
rocky langsung jelasin yah,positive
gimana orang ajak bahas ikan tau ikan nak dikasitau nyeyel umur tua emang lucu lucu,negative
rocky langsung kepiting jlan nyamping,negative
rocky lawan orang kosong,negative
lawan si rocky pancing omonganya omong si rocky imajinasi duga sangka sulit cerna masyarakat oportunis,negative
awesome rocky gerung,positive
silfester badut jago bikin orang ketawa,negative
kali tuju rocky putar bukti dmnta debat bgtu rocky pnjang lebar bukti mnta tunjukin debat ngajar sih,negative
silperquin jual nama rakyat,negative
orang hukum almni ruko,negative
bodoh mayrakat indonesia mulyono,negative
jelas rocky udah bagus akar sayang potong,positive
jas biru guna bangsa,positive
orang bicara action dungu,negative
pikir preman,negative
prof rocky gerung bravo ailper quin otak udang,positive
rocky cerdas keren jngn takut ktanya hakin lawan,positive
imanuel pinter diem hati jenis pit bull rotweiler ya,negative
rocky gerung guna badut guna,negative
mnyimak omong silfester tntang hkum ngeri sedap prlu ba bi bu ckup bukti nyata si mlapurkn kaos si hrus vdionya dlu bru prcaya biar buih mulut mnerangkn mikir pke otak,negative
nonton bodoh mantap master rocky,positive
komentar netizen berpiha rocky gerung tau sopan rocky gerung dikit isi kepala dikatain mintk bukti putar pepe bilang bicar kerja kawan putar habsnya indonesia isi orang ngmg ubah tiori praknya,negative
silfee hadir panggung debat kelas kapasitas debat emosional,positive
tau banget rocky gerung,negative
jiahh emosi suka rocky coba like juta orang,positive
debat televisi debat publik marah pitam kait emosi kendali dinamika diskusi faktor titik kurang kendali emosi tekan situasi debat intens ancam nyaman picu respons emosional ekstrem marah argumen terima serang personal hilang kendali emosi frustasi tahan posisi logis asa pojok serang diskusi publik debat individu sudut serang pribadi lawan debat sebab reaksi defensif picu marah mekanisme tahan serang hominem komentar arah pribadi kali picu marah sentuh ranah emosional argumen rasional kurang siap ketidakmampuan argumen milik argumen kuat frustasi sulit ban lawan debat frustrasi kembang marah jalan selamat posisi ketidakmampuan pikir logis tekan buruk situasi intimidasi usaha tutup kurang reaksi emosional ego harga luka orang milik ego penting harga mudah singgung argumen harga remeh marah lindung citra hadap publik orang narsistik fokus citra mudah amarah abai malu teknik manipulasi emosi orang marah panggung laku sengaja strategi pengaruh tonton marah usaha simpati pirsa dominasi debat emosi kuat marah alat alih perhati topik utama argumen kuat coba giring debat arah emosional logis beda nilai yakin dalam topik debat sentuh nilai nilai pribadi dalam politik agama moralitas diskusi sentuh inti yakin ancam eksistensial picu marah bentuk proteksi dampak konsekuensi turun kredibilitas situasi pitam debat tanda lemah ketidakmatangan kurang kendali rusak kredibilitas mata publik rusak hubung marah kendali debat buruk hubung libat diskusi produktif cipta pecah alih fokus argumen marah fokus debat kali alih isu bahas perilaku emosional orang rusak esensi diskusi rasional simpul pitam debat publik debat bas logika fakta sentuh emosi yakin ego individu reaksi marah sebab asa pojok kurang argumen kuat serang personal emosional,negative
silverter orang hukum koo serang pribadi seseorg forum debat bahas jodoh sya dukung sya nilai pake otak ngotak,positive
satu ahli filsuf satu ahli hukum isi daging,positive
kualitas,positive
acara edukasi henti,positive
rocky putar situ terang,positive
pro prmerintah fans bang rocky bang rocky lawan kcuali pa mafud bangsa butuh orang,negative
oke tuju rocky gerung gc tau pake ilmu modal cuap cuap za,positive
rocky keren,positive
sd silfester,negative
bang rocky debat orang nerti cape,negative
tau banget argumen silfester pikir daging bngt wkw,positive
rocky gerung lebar fokus masalah,positive
striikke,positive
tertawa baju jas,positive
jangandengerinoranggkjelaspakbikinstrrsajay,positive
kocak pake singgung pribadi argumen,positive
mana rocky gerung soeharto kuasa kompetensi rocky gerung rizieq shihab,positive
dlu ngeliat rocky ngmng belit bener point ngpa sih cwe mauny ngertiin,negative
bilang guna ngaku orang hukum guna maju gentar bela ber uang,negative
ngaku sitt kena banget,negative
orang bijak orang bicara potong potong dungu,negative
malu keringat dingin,negative
maksud rocky silfester tau pondasi istilah cawe cawe gagal paham pondasi ya susah rocky jelasin,negative
silfester debat masuk tv,positive
silfester rocky gerung,positive
cielah ngehina personal,positive
emosi malu tum solidaritas merah putih antlit mma,negative
keren cerdas bang rocky,positive
kulitin rocky,negative
dukung bela jokowi orang,positive
rocky putar putar kayak gasing bahasa non publik biar mimpin debat orang awam mah liat pinter sijas biru gampang bangat pancing,negative
alas rocky gerung meni bahaya keluarga,negative
banyak debat ngomongin hukum berani maju debat tindak,negative
tonton bodoh anak cucu nonton youtube,negative
duhh bosen bosen lihat adegan lihat ahli hukum debat profesor hukum,negative
layak tonton,positive
ngaku,positive
trusin om rocky kasih faham,negative
sil sil tolol haqiqi,negative
info harga tiket acara gin coyy ngakak brutal tempat,negative
muka tebel banget liat tau rk,positive
aku rocky gerung guna negara jempol,negative
sikap langsung benar tuduh psikologis orang usaha bela emang ngapain marah,negative
tau si jilat,negative
gerung emang miring,negative
keren rocky cerdas,positive
best rocky gerung silfester kali nga guna udah pancing,positive
orang ngomong liat hidup bahagia wwkk orang bahagia serang kurang orang sih bahagia,negative
orang katolik tau ttg katolik,negative
ya bener sih ngga rocky gerung terang bukti cuman putar teori cuman baju biru pancing mulu,negative
ruang istana rokigarung koar koar sepandaipandaipandainya tupai lompat jatuh sepintarpintarnya manusia mati,negative
silfester tahan emosi mulut rocky gerung ular bisa,negative
top banget deh,positive
heran orang ngaku orang hukum arogan,negative
dalam islam debat haram wala tujadilu wala tujasasu engkau debat mujadalah miris acara suguh khusus generasi muda terus bangsa kerudung kunci kunci al qur tunjuk masalah iqro kitabaka kafa binafsika baca kitab diri sibuk perhati orang salah perhati diri,negative
telak jas biru,positive
maju rocky,positive
rocky gerung bicara pintar sygnya atheis,positive
sambut orang orang bayar paham kampung masyarakat demo paham real,negative
putar kayak gasing,negative
manusia tegar sehat tekan ups ikan pancing,negative
filsafat guna kondisi situasi situasi kondisi tulis buku tulis,positive
bn silfester,positive
rocky gerung kiblat fahaman ideology barat rakyat indonesia sefahamanya dgnya berfahaman rocky orang timur straight point imbas perkara go forward tuduh jokowi misi muslihat bukti berdolak dalik alas talk round bush,negative
mahasiswa paksa dukung rocky gemblung dukung angka bagus universitas ceroboh biar orang gemblung ajar anak bangsa indonesia,positive
badas rocky,positive
terang terang terang terang,positive
argumentasi tenang susun rapi rocky kaca ilmu ilmu tahu sikap debat,negative
tonton bodoh quotes rocky gerung,negative
orang joko konslet otak,negative
rocky sih diri kena batu,negative
hadap intelektual pikir emosi tahu pancing tuh dengar rocky tuh ujung debat,negative
rocky gerung ajar seni debat serang personal serang elegan pdahal gampang banget counter serang rocky gerung elegan lw tinggal joged pura nang oke,positive
hahaha kena pancing rocky bukti fakta rocky tanding keren rocky pancing orang ngaku,negative
putar ngakak ngeliat tuh orang ber jas,negative
dukung rocky,positive
mantap boss rocky,positive
otak kapasitas versus otak tumpul rocky gerung,negative
mantab inewstv,positive
rokiherung gaperlu tonton orang gila,negative
next tambah durasi,positive
pribadi kwkw,positive
orang bodoh bilang orang bodoh gag terima orang bodoh,negative
orang jilat aku jilat tangan orang pintar sadar,negative
kereen yaa sabar rocky memng orang otak tuh ngendalikan emosi kereen pokok,negative
ikan gabus gampang mancing,negative
ilmu hukum ilmu rocky,positive
loe tau silferster tidk mrsa bhongi rocky gerung neng lihat mnunjukan kbdohanmu,positive
dahulu udah ngerti silvergold,positive
pantes sarjana,positive
pret pret pret,positive
sun apdalah janji ya rocky salah kena jebak jir,negative
mersa bodohin neng mlihat kbdohanmu silverqueen,negative
dikit bawa rakyat bawa nama indo si rakyat sipaling rakyat sipaling pancasila,negative
salam waras akal sehat bang rocky gerung,positive
best poko rocky,positive
rocky kaluo tahu mentah,positive
dosen lawan jir,positive
gass rocky,positive
nda kutik hadap rocky hiduup rocky,negative
bukti silfester ilmu,positive
mantap bang rocky gass jilat jilat hahaa,positive
rocky hasil ikan,positive
hebat bapa rocky gerung,positive
tunjuk rendah moralitas wkwkwkwkwkwkwkwk,negative
mantab rocky makjleb fakta kena mental wkwkwkwkwkkwkwkk,negative
guna banget rocky menbah ilmu tahu jilat,positive
pikir manusia kendali akal budi kuat mati pikir orang pikir beium trimapakai orang monopoli pintar bodoh orang pintar kutu buku,negative
keras rocky,negative
rocky manfaat berani suara hati rakyat indonesia tindas orang odiot rocky guna,positive
afuu ngakakk pinter ngomong doang ngecengin sumbu pendek darah superior karna orang hukum affuu kabehh,negative
mantap rocky pancing orang hahaha,positive
yah tv suka ngundang orang rocky gering orang suka ngomong jelek orang rocky gering pimpin pintar coba nyalonin jahat eh jabat,negative
manusia provokator benci setisp pimpin hasil bangun negara si rocky gerung jk mnjadi jabat negara dy bhineka bancur,negative
ciri orang pinter point bicara putar arah,negative
rocky gerung nanya baca leo tolstoy silfer bilang debat tema pas rocky gerung tema debat si silfer bawa bawa pribadi rocky gerung sesuai tema debat,positive
nampak lbih dungu trnyata ikan pancing dungu,negative
prinsip bodoh rocky gerung,negative
mantaap rocky,positive
liat kualitas kualitas,positive
counter attack mantap,positive
yaahhj rugi mulyono sewa orang tanding rocky gerung,negative
mental cemen berani lawn debat rocky ya segtu cemen sih orang hukum orang hukum cemenn,negative
bohong tutup bohong bodoh,negative
alah uda mah orang harap kursi modal nyinyir rocky kasi kursi mingkem manusia nongol kritik mulu gubris petinggi,negative
kanan ko dedar,negative
rocky gerung ungkap hati masyarakat,positive
kanan gaada isi kplanya,negative
adoh kasihan kalah debat langsung pitam rocky gerung baik,positive
rocky gerung guna kanan personal banget omong bapera,negative
jas biru malu,negative
awokawok mati kalimat gatau ya gatau silferster ngeles bilang point tau tau,negative
buang buang,positive
sayang bnget smpe baku hantam resep,positive
video posting sbb tampak bodoh nyata kasihan klu orang negeri tau kualitas nara sumber maaf malu nonton,negative
rocky gerung sngatt cerdass silferstone debat tpii paokk bin idiott,negative
kena si rambo rocky gerung isi dalam,negative
yu baca otak udang,negative
dukung raja jawa,positive
miris,negative
hajar gerung,negative
rocky bukti lemah info akademis praktis rocky,negative
susah jilat gmpang emosi,negative
maju rocky gerung,positive
sirocky simpang siur direct point,positive
rocky manfaatny bangsa pandai hina kemaren pilih jokowi residen,positive
kalah serang pribadi komitmen rocky,negative
